
	Exporting Textures:
		Size 33088        Width 256     Height 256    MultiBitAlpha FALSE   nColors    5      4-Bit   wallbot
		Size 448          Width 8       Height 8      MultiBitAlpha FALSE   nColors    3      4-Bit   skirting_black
		Size 8512         Width 128     Height 128    MultiBitAlpha FALSE   nColors    7      4-Bit   floor
		Size 2368         Width 64      Height 64     MultiBitAlpha TRUE    nColors   13      4-Bit   window1
		Size 8512         Width 128     Height 128    MultiBitAlpha FALSE   nColors   14      4-Bit   map_small
		Size 2368         Width 64      Height 64     MultiBitAlpha FALSE   nColors   13      4-Bit   pin_board
		Size 832          Width 32      Height 32     MultiBitAlpha FALSE   nColors    6      4-Bit   lightstrip
		Size 17664        Width 128     Height 128    MultiBitAlpha FALSE   nColors  252      8-Bit   beach_sunset_blue
		Size 1344         Width 32      Height 64     MultiBitAlpha FALSE   nColors   13      4-Bit   photo
		Size 5376         Width 64      Height 64     MultiBitAlpha FALSE   nColors  253      8-Bit   photo3
		Size 1344         Width 32      Height 64     MultiBitAlpha FALSE   nColors   13      4-Bit   photo2
		Size 9472         Width 64      Height 128    MultiBitAlpha FALSE   nColors  253      8-Bit   poster1
		Size 5376         Width 64      Height 64     MultiBitAlpha FALSE   nColors   91      8-Bit   table
		Size 3328         Width 64      Height 32     MultiBitAlpha FALSE   nColors   34      8-Bit   blinds
		Size 448          Width 8       Height 8      MultiBitAlpha FALSE   nColors    1      4-Bit   chevron_yellow
		Size 17664        Width 128     Height 128    MultiBitAlpha TRUE    nColors   29      8-Bit   plant_leaf01
		Size 2368         Width 64      Height 64     MultiBitAlpha FALSE   nColors   13      4-Bit   lecorbusierhotel
		Size 448          Width 8       Height 8      MultiBitAlpha FALSE   nColors   11      4-Bit   cup
		Size 448          Width 16      Height 8      MultiBitAlpha FALSE   nColors    7      4-Bit   ciggy
		Size 8512         Width 128     Height 128    MultiBitAlpha FALSE   nColors   13      4-Bit   creamwall
		Size 17664        Width 128     Height 128    MultiBitAlpha FALSE   nColors  126      8-Bit   matrix_printer
		Size 4416         Width 128     Height 64     MultiBitAlpha FALSE   nColors   15      4-Bit   printout
		Size 34048        Width 256     Height 128    MultiBitAlpha FALSE   nColors  252      8-Bit   mv_gs_cstilloface02
		Size 16640        Width 64      Height 64     MultiBitAlpha FALSE   nColors  268      32-Bit  skin_spec_021
		Size 131328       Width 256     Height 128    MultiBitAlpha FALSE   nColors  375      32-Bit  mv_gs_cstillo_hair01
		Size 5376         Width 64      Height 64     MultiBitAlpha FALSE   nColors   28      8-Bit   mv_gs_tachea01
		Size 16704        Width 256     Height 128    MultiBitAlpha FALSE   nColors   16      4-Bit   mv_gs_castillo_suitbody01
		Size 8512         Width 128     Height 128    MultiBitAlpha FALSE   nColors   16      4-Bit   mv_gs_castillo_suitarm01
		Size 16704        Width 256     Height 128    MultiBitAlpha FALSE   nColors   16      4-Bit   mv_gs_castillo_trou01
		Size 16704        Width 256     Height 128    MultiBitAlpha FALSE   nColors   16      4-Bit   mv_gs_cstilloshirt01
		Size 2368         Width 64      Height 64     MultiBitAlpha FALSE   nColors   16      4-Bit   mv_gs_cstilloshoes01
		Size 1344         Width 128     Height 16     MultiBitAlpha FALSE   nColors   16      4-Bit   mv_gs_castillo_tie
		Size 832          Width 64      Height 16     MultiBitAlpha FALSE   nColors   16      4-Bit   mv_gs_cstillobelt01
		Size 2368         Width 64      Height 64     MultiBitAlpha FALSE   nColors   16      4-Bit   mv_gs_hand_front01
		Size 17664        Width 128     Height 128    MultiBitAlpha FALSE   nColors   30      8-Bit   hair2
		Size 33088        Width 256     Height 256    MultiBitAlpha FALSE   nColors   16      4-Bit   mv_gs_dress01
		Size 34048        Width 256     Height 128    MultiBitAlpha FALSE   nColors  250      8-Bit   mv_gs_gina_leg01f
		Size 4416         Width 128     Height 64     MultiBitAlpha FALSE   nColors   16      4-Bit   mv_gs_generic_full_arm01w
		Size 2368         Width 64      Height 64     MultiBitAlpha FALSE   nColors   16      4-Bit   mv_gs_ginawhand01
		Size 34048        Width 128     Height 256    MultiBitAlpha FALSE   nColors  245      8-Bit   mv_gs_gina_body01f
		Size 16704        Width 256     Height 128    MultiBitAlpha FALSE   nColors   16      4-Bit   mv_gs_gina_shoes01
		Size 832          Width 32      Height 32     MultiBitAlpha FALSE   nColors   16      4-Bit   mv_gs_ginabeltbit01
		Size 66816        Width 256     Height 256    MultiBitAlpha FALSE   nColors  256      8-Bit   mv_gs_gina_face_01
		Size 1344         Width 64      Height 32     MultiBitAlpha FALSE   nColors    2      4-Bit   mv_gs_generic_eyelashes
		Size 16640        Width 64      Height 64     MultiBitAlpha FALSE   nColors >  1024   32-Bit  eye_darkbrown
		Size 16704        Width 128     Height 256    MultiBitAlpha FALSE   nColors   16      4-Bit   gina_mega_hair_base
		Size 9472         Width 128     Height 64     MultiBitAlpha TRUE    nColors   32      8-Bit   mv_gs_ginahairalpha01
		Size 34048        Width 256     Height 128    MultiBitAlpha FALSE   nColors  109      8-Bit   windowhq
		Size 4416         Width 64      Height 128    MultiBitAlpha FALSE   nColors   14      4-Bit   door_shipping office

		Total Size (1457 k) (1492032 bytes)

		Total Size Save By Compression (0 k) (0 bytes)

	Exporting Geometry:
		Render Size 10064    Collision Size 3160     Total Size 13272     plain_chair
		Render Size 5456     Collision Size 660      Total Size 6164      filing_cabinet_large
		Render Size 827888   Collision Size 0        Total Size 827936    Crockett_skin_2
		Render Size 735008   Collision Size 0        Total Size 735056    Tubbs_Body5
		Render Size 746240   Collision Size 0        Total Size 746288    Sylvia_mesh
		Render Size 2608     Collision Size 0        Total Size 2656      Cabinet_drawer
		Render Size 6656     Collision Size 10636    Total Size 17340     skydome beachhouse
		Render Size 464      Collision Size 0        Total Size 512       poster
		Render Size 400      Collision Size 0        Total Size 448       poster2
		Render Size 544      Collision Size 292      Total Size 884       poster3
		Render Size 400      Collision Size 0        Total Size 448       poster4
		Render Size 9504     Collision Size 7756     Total Size 17308     police_table
		Render Size 5136     Collision Size 0        Total Size 5184      blind_closed
		Render Size 448      Collision Size 396      Total Size 892       chevron_yellow
		Render Size 8192     Collision Size 0        Total Size 8240      plant
		Render Size 928      Collision Size 0        Total Size 976       ciggy
		Render Size 3584     Collision Size 0        Total Size 3632      printer
		Render Size 400      Collision Size 0        Total Size 448       Printout
		Render Size 31904    Collision Size 27716    Total Size 59668     interview_room
		Render Size 23616    Collision Size 21116    Total Size 44780     sideroom
		Render Size 269760   Collision Size 0        Total Size 269808    Castillio01
		Render Size 287696   Collision Size 0        Total Size 287744    Gina
		Render Size 832      Collision Size 848      Total Size 1728      windowreflection
		Render Size 6160     Collision Size 660      Total Size 6868      Door_Shipping
		Render Size 6288     Collision Size 0        Total Size 6336      cup_hi
		Render Size 3488     Collision Size 0        Total Size 3536      ashtray_hi

		Total Render Size:    (2923 k) (2993664 bytes)
		Total Collision Size: (71 k) (73240 bytes)
		Total Size:           (2995 k) (3066904 bytes)

	Exporting Animations:
		Size 244676          Crockett_Interrogate_9314.ANM
		Size 295780          Sylvia_Interrogated_9315.ANM
		Size 10064           Sylvia_Talking_9321.VNM
		Size 7988            Crockett_Walk0001.hop
		Size 61632           Tubbs_Interrogate_9239.ANM
		Size 57876           Gina_9340.ANM
		Size 109280          Crokcett_9b_9341.ANM
		Size 5304            Crockett_Talking_9362.VNM
		Size 2216            Gina_talking_9374.VNM
		Size 1928            crockettb_talking_9375.VNM
		Size 103472          castillio_9376.ANM
		Size 1212            Castillio_talking_9377.VNM
		Size 1148            Tubbs_talking_9378.VNM
		Size 10056           sylvia_idle_loop_9800.ANM

		Total Anim Size:    (891 k) (912632 bytes)

	Exporting Logic:
		Sizeof map sections and hulls (0 k) (564 bytes)
			Hull: Hull01:
				Asset Tree: nLeaves 4, nBranches 9: (1 k) (1376 bytes)
				StaticInstances 55: (6 k) (7040 bytes)
				DynamicInstances 6: (1 k) (1176 bytes)
				Bone, Morph, AnimInstance Data 55: (29 k) (29896 bytes)
				StaticLights 7: (0 k) (336 bytes)
				FXInstances 1: (0 k) (172 bytes)

				TotalSize: (39 k) (39996 bytes)

			Hull: sky:
				Asset Tree: nLeaves 1, nBranches 0: (0 k) (92 bytes)
				StaticInstances 1: (0 k) (128 bytes)
				DynamicInstances 0: (0 k) (0 bytes)
				Bone, Morph, AnimInstance Data 1: (0 k) (0 bytes)

				TotalSize: (0 k) (220 bytes)

		Size Of Asset Tree                     data (39       k) (40216        bytes) - Save Game (0        k) (300         bytes)
		Size Of Points And Point Group         data (0        k) (0            bytes) - Save Game (0        k) (0           bytes)
		Size Of Timeline And Timeline Instance data (12       k) (12816        bytes) - Save Game (0        k) (20          bytes)
		Size Of Process Object                 data (0        k) (72           bytes) - Save Game (0        k) (8           bytes)
		Size Of Portal Data                    data (0        k) (0            bytes) - Save Game (0        k) (0           bytes)
		Size Of Nav Mesh                       data (0        k) (0            bytes) - Save Game (0        k) (0           bytes)
		Size Of Player Start Point             data (0        k) (0            bytes) - Save Game (0        k) (0           bytes)
		Size Of FX                             data (1        k) (1520         bytes) - Save Game (0        k) (0           bytes)
		Size Of Events                         data (0        k) (0            bytes) - Save Game (0        k) (0           bytes)
		Size Of Animation Banks                data (0        k) (552          bytes) - Save Game (0        k) (0           bytes)
		Size Of Light Volume                   data (0        k) (128          bytes) - Save Game (0        k) (0           bytes)
		Size Of File Table                     data (0        k) (0            bytes) - Save Game (0        k) (0           bytes)


		0 User Data elements
		0 User Data Pointer Fixups
		Sizeof user data (0 k) (0 bytes)


		Total size in PUB (54 k) (55868 bytes)


		Editor Assets Save Game Size (0 k) (328 bytes)
		User Data Save Game Size (0 k) (0 bytes)
		Save Game Total size (0 k) (328 bytes)


	Geometry -> Texture Association:
		Geometry: plain_chair
			Texture: brief_chair1

		Geometry: filing_cabinet_large
			Texture: filing_cabinet

		Geometry: Crockett_skin_2
			Texture: mv_jb_crockhandsb
			Texture: skin_spec_02
			Texture: mv_jb_crockshoe02
			Texture: mv_jb_crockarm02
			Texture: skin_spec_02
			Texture: eyebl
			Texture: testshader01
			Texture: mv_jb_crockshoe02
			Texture: reflect_shiny_stripe_mod
			Texture: mv_jb_crockt02b
			Texture: crok_vest_spec_01
			Texture: mv_jb_crocktrews2b
			Texture: subtlespec
			Texture: crock15b
			Texture: skin_spec_02
			Texture: mv_jb_crockholster
			Texture: spec2
			Texture: mv_jb_crockholster
			Texture: reflect_shiny_stripe_add
			Texture: mouth_teeth
			Texture: crock_hairb
			Texture: skin_spec_02
			Texture: mv_jb_crockglassb
			Texture: mv_jb_crockglassb
			Texture: reflect_shiny_stripe_add

		Geometry: Tubbs_Body5
			Texture: separatetrou
			Texture: crok_vest_spec_01
			Texture: mv_gs_tubbs_suitbody01
			Texture: crok_vest_spec_01
			Texture: mv_gs_tubbs_chain01
			Texture: reflect_shiny_stripe_mod2
			Texture: mv_gs_tubbs_suitarm01
			Texture: crok_vest_spec_01
			Texture: mv_gs_tubbshand01
			Texture: skin_spec_02
			Texture: mv_gs_tubbs_chest01
			Texture: skin_spec_02
			Texture: mv_gs_tubbsface04
			Texture: mv_gs_tubbs_shirt01
			Texture: testshader01
			Texture: newshoe
			Texture: testshader01
			Texture: mv_gs_tubbsface04
			Texture: skin_spec_02
			Texture: tubbs_mouth_teeth
			Texture: eye_dkbrown
			Texture: testshader01
			Texture: mv_gs_tubbs_shirt01
			Texture: mv_gs_tubbs_new_alha_e3

		Geometry: Sylvia_mesh
			Texture: mv_gs_sylvia_suit_skirt
			Texture: silvia_suit_spec01
			Texture: mv_gs_sylvia_suit_arms
			Texture: silvia_suit_spec01
			Texture: eyebrownl
			Texture: testshader01
			Texture: mv_gs_sylvia_suit_hairbun
			Texture: mv_gs_sylvia_suit_pants
			Texture: mv_jbgs_sylvia_face02
			Texture: mouth_teeth
			Texture: mv_gs_sylvia_suit_boots
			Texture: testshader01
			Texture: mv_gs_sylvia_suit_skin
			Texture: mv_jb_sylvia_suit_hand
			Texture: mv_jbgs_sylvia_face02
			Texture: lip_spec_01
			Texture: mv_gs_sylvia_suit_top
			Texture: silvia_suit_spec01
			Texture: mv_jb_sylviahair

		Geometry: Cabinet_drawer
			Texture: filing_cabinet

		Geometry: skydome beachhouse
			Texture: beach_sunset_blue

		Geometry: poster
			Texture: photo

		Geometry: poster2
			Texture: photo3

		Geometry: poster3
			Texture: photo2

		Geometry: poster4
			Texture: poster1

		Geometry: police_table
			Texture: table

		Geometry: blind_closed
			Texture: blinds

		Geometry: chevron_yellow
			Texture: chevron_yellow

		Geometry: plant
			Texture: lecorbusierhotel
			Texture: plant_leaf01

		Geometry: ciggy
			Texture: ciggy

		Geometry: printer
			Texture: matrix_printer

		Geometry: Printout
			Texture: printout

		Geometry: interview_room
			Texture: walltop
			Texture: wallbot
			Texture: floor
			Texture: skirting_black
			Texture: lightstrip
			Texture: pin_board
			Texture: map_small
			Texture: window1

		Geometry: sideroom
			Texture: walltop
			Texture: wallbot
			Texture: floor
			Texture: skirting_black
			Texture: pin_board
			Texture: window1

		Geometry: Castillio01
			Texture: mv_gs_cstilloface02
			Texture: skin_spec_021
			Texture: mv_gs_castillo_tie
			Texture: subtlespec
			Texture: mv_gs_cstilloshoes01
			Texture: testshader01
			Texture: mv_gs_cstillobelt01
			Texture: testshader01
			Texture: mv_gs_hand_front01
			Texture: skin_spec_021
			Texture: mv_gs_cstilloshirt01
			Texture: mv_gs_castillo_trou01
			Texture: subtlespec
			Texture: mv_gs_castillo_suitarm01
			Texture: subtlespec
			Texture: mouth_teeth
			Texture: mv_gs_cstillo_hair01
			Texture: skin_spec_021
			Texture: mv_gs_castillo_suitbody01
			Texture: subtlespec
			Texture: eye_dkbrown
			Texture: testshader01
			Texture: hair2
			Texture: mv_gs_tachea01

		Geometry: Gina
			Texture: mv_gs_dress01
			Texture: crok_vest_spec_01
			Texture: eye_darkbrown
			Texture: lip_spec_01
			Texture: mouth_teeth
			Texture: gina_mega_hair_base
			Texture: mv_gs_ginabeltbit01
			Texture: reflect_shiny_stripe_mod
			Texture: mv_gs_ginabeltbit01
			Texture: reflect_shiny_stripe_add
			Texture: mv_gs_gina_face_01
			Texture: skin_spec_021
			Texture: mv_gs_gina_body01f
			Texture: skin_spec_021
			Texture: mv_gs_gina_leg01f
			Texture: skin_spec_021
			Texture: mv_gs_gina_shoes01
			Texture: skin_spec_021
			Texture: mv_gs_generic_full_arm01w
			Texture: skin_spec_021
			Texture: mv_gs_ginawhand01
			Texture: skin_spec_021
			Texture: mv_gs_gina_face_01
			Texture: lip_spec_01
			Texture: mv_gs_generic_eyelashes
			Texture: mv_gs_ginahairalpha01

		Geometry: windowreflection
			Texture: windowhq
			Texture: spec2

		Geometry: Door_Shipping
			Texture: door_shipping office

		Geometry: cup_hi
			Texture: cup

		Geometry: ashtray_hi
			Texture: creamwall


	Texture -> Geometry Association:
		Texture: smokey

		Texture: brief_chair1
			Geometry: plain_chair

		Texture: filing_cabinet
			Geometry: filing_cabinet_large
			Geometry: Cabinet_drawer

		Texture: mv_jb_crockhandsb
			Geometry: Crockett_skin_2

		Texture: skin_spec_02
			Geometry: Crockett_skin_2
			Geometry: Tubbs_Body5

		Texture: mv_jb_crockholster
			Geometry: Crockett_skin_2

		Texture: spec2
			Geometry: Crockett_skin_2
			Geometry: windowreflection

		Texture: mv_jb_crockglassb
			Geometry: Crockett_skin_2

		Texture: crock_hairb
			Geometry: Crockett_skin_2

		Texture: mouth_teeth
			Geometry: Crockett_skin_2
			Geometry: Sylvia_mesh
			Geometry: Castillio01
			Geometry: Gina

		Texture: crock15b
			Geometry: Crockett_skin_2

		Texture: mv_jb_crocktrews2b
			Geometry: Crockett_skin_2

		Texture: subtlespec
			Geometry: Crockett_skin_2
			Geometry: Castillio01

		Texture: mv_jb_crockt02b
			Geometry: Crockett_skin_2

		Texture: crok_vest_spec_01
			Geometry: Crockett_skin_2
			Geometry: Tubbs_Body5
			Geometry: Gina

		Texture: mv_jb_crockarm02
			Geometry: Crockett_skin_2

		Texture: mv_jb_crockshoe02
			Geometry: Crockett_skin_2

		Texture: eyebl
			Geometry: Crockett_skin_2

		Texture: testshader01
			Geometry: Crockett_skin_2
			Geometry: Tubbs_Body5
			Geometry: Sylvia_mesh
			Geometry: Castillio01

		Texture: reflect_shiny_stripe_mod
			Geometry: Crockett_skin_2
			Geometry: Gina

		Texture: reflect_shiny_stripe_add
			Geometry: Crockett_skin_2
			Geometry: Gina

		Texture: separatetrou
			Geometry: Tubbs_Body5

		Texture: mv_gs_tubbsface04
			Geometry: Tubbs_Body5

		Texture: tubbs_mouth_teeth
			Geometry: Tubbs_Body5

		Texture: eye_dkbrown
			Geometry: Tubbs_Body5
			Geometry: Castillio01

		Texture: newshoe
			Geometry: Tubbs_Body5

		Texture: mv_gs_tubbs_new_alha_e3
			Geometry: Tubbs_Body5

		Texture: mv_gs_tubbs_shirt01
			Geometry: Tubbs_Body5

		Texture: mv_gs_tubbs_chest01
			Geometry: Tubbs_Body5

		Texture: mv_gs_tubbs_chain01
			Geometry: Tubbs_Body5

		Texture: reflect_shiny_stripe_mod2
			Geometry: Tubbs_Body5

		Texture: mv_gs_tubbs_suitbody01
			Geometry: Tubbs_Body5

		Texture: mv_gs_tubbs_suitarm01
			Geometry: Tubbs_Body5

		Texture: mv_gs_tubbshand01
			Geometry: Tubbs_Body5

		Texture: mv_gs_sylvia_suit_skirt
			Geometry: Sylvia_mesh

		Texture: silvia_suit_spec01
			Geometry: Sylvia_mesh

		Texture: mv_gs_sylvia_suit_skin
			Geometry: Sylvia_mesh

		Texture: mv_gs_sylvia_suit_boots
			Geometry: Sylvia_mesh

		Texture: mv_gs_sylvia_suit_top
			Geometry: Sylvia_mesh

		Texture: mv_jb_sylvia_suit_hand
			Geometry: Sylvia_mesh

		Texture: mv_jbgs_sylvia_face02
			Geometry: Sylvia_mesh

		Texture: mv_jb_sylviahair
			Geometry: Sylvia_mesh

		Texture: mv_gs_sylvia_suit_hairbun
			Geometry: Sylvia_mesh

		Texture: eyebrownl
			Geometry: Sylvia_mesh

		Texture: mv_gs_sylvia_suit_arms
			Geometry: Sylvia_mesh

		Texture: mv_gs_sylvia_suit_pants
			Geometry: Sylvia_mesh

		Texture: lip_spec_01
			Geometry: Sylvia_mesh
			Geometry: Gina

		Texture: walltop
			Geometry: interview_room
			Geometry: sideroom

		Texture: wallbot
			Geometry: interview_room
			Geometry: sideroom

		Texture: skirting_black
			Geometry: interview_room
			Geometry: sideroom

		Texture: floor
			Geometry: interview_room
			Geometry: sideroom

		Texture: window1
			Geometry: interview_room
			Geometry: sideroom

		Texture: map_small
			Geometry: interview_room

		Texture: pin_board
			Geometry: interview_room
			Geometry: sideroom

		Texture: lightstrip
			Geometry: interview_room

		Texture: beach_sunset_blue
			Geometry: skydome beachhouse

		Texture: photo
			Geometry: poster

		Texture: photo3
			Geometry: poster2

		Texture: photo2
			Geometry: poster3

		Texture: poster1
			Geometry: poster4

		Texture: table
			Geometry: police_table

		Texture: blinds
			Geometry: blind_closed

		Texture: chevron_yellow
			Geometry: chevron_yellow

		Texture: plant_leaf01
			Geometry: plant

		Texture: lecorbusierhotel
			Geometry: plant

		Texture: cup
			Geometry: cup_hi

		Texture: ciggy
			Geometry: ciggy

		Texture: creamwall
			Geometry: ashtray_hi

		Texture: matrix_printer
			Geometry: printer

		Texture: printout
			Geometry: Printout

		Texture: mv_gs_cstilloface02
			Geometry: Castillio01

		Texture: skin_spec_021
			Geometry: Castillio01
			Geometry: Gina

		Texture: mv_gs_cstillo_hair01
			Geometry: Castillio01

		Texture: mv_gs_tachea01
			Geometry: Castillio01

		Texture: mv_gs_castillo_suitbody01
			Geometry: Castillio01

		Texture: mv_gs_castillo_suitarm01
			Geometry: Castillio01

		Texture: mv_gs_castillo_trou01
			Geometry: Castillio01

		Texture: mv_gs_cstilloshirt01
			Geometry: Castillio01

		Texture: mv_gs_cstilloshoes01
			Geometry: Castillio01

		Texture: mv_gs_castillo_tie
			Geometry: Castillio01

		Texture: mv_gs_cstillobelt01
			Geometry: Castillio01

		Texture: mv_gs_hand_front01
			Geometry: Castillio01

		Texture: hair2
			Geometry: Castillio01

		Texture: mv_gs_dress01
			Geometry: Gina

		Texture: mv_gs_gina_leg01f
			Geometry: Gina

		Texture: mv_gs_generic_full_arm01w
			Geometry: Gina

		Texture: mv_gs_ginawhand01
			Geometry: Gina

		Texture: mv_gs_gina_body01f
			Geometry: Gina

		Texture: mv_gs_gina_shoes01
			Geometry: Gina

		Texture: mv_gs_ginabeltbit01
			Geometry: Gina

		Texture: mv_gs_gina_face_01
			Geometry: Gina

		Texture: mv_gs_generic_eyelashes
			Geometry: Gina

		Texture: eye_darkbrown
			Geometry: Gina

		Texture: gina_mega_hair_base
			Geometry: Gina

		Texture: mv_gs_ginahairalpha01
			Geometry: Gina

		Texture: windowhq
			Geometry: windowreflection

		Texture: door_shipping office
			Geometry: Door_Shipping

