
	Exporting Textures:
		Size 16704        Width 256     Height 128    MultiBitAlpha FALSE   nColors   16      4-Bit   beach_eaves
		Size 17664        Width 128     Height 128    MultiBitAlpha FALSE   nColors  121      8-Bit   FAB
		Size 8512         Width 128     Height 128    MultiBitAlpha FALSE   nColors   15      4-Bit   m10
		Size 8512         Width 128     Height 128    MultiBitAlpha FALSE   nColors   16      4-Bit   mv_jb_crockhandsb
		Size 34048        Width 256     Height 128    MultiBitAlpha FALSE   nColors  256      8-Bit   mv_jb_crockholster
		Size 65792        Width 128     Height 128    MultiBitAlpha TRUE    nColors  804      32-Bit  mv_jb_crockglassb1
		Size 16640        Width 64      Height 64     MultiBitAlpha TRUE    nColors  640      32-Bit  crock_hairb
		Size 66816        Width 256     Height 256    MultiBitAlpha FALSE   nColors  255      8-Bit   crock15b
		Size 16704        Width 256     Height 128    MultiBitAlpha FALSE   nColors   16      4-Bit   mv_jb_crocktrews2b
		Size 2304         Width 32      Height 32     MultiBitAlpha FALSE   nColors   19      8-Bit   subtlespec
		Size 33088        Width 256     Height 256    MultiBitAlpha FALSE   nColors   16      4-Bit   mv_jb_crockt02b
		Size 8512         Width 128     Height 128    MultiBitAlpha FALSE   nColors   16      4-Bit   mv_jb_crockarm02
		Size 34048        Width 256     Height 128    MultiBitAlpha FALSE   nColors  254      8-Bit   mv_jb_crockshoe02
		Size 17664        Width 128     Height 128    MultiBitAlpha FALSE   nColors  249      8-Bit   eyebl1
		Size 2368         Width 64      Height 64     MultiBitAlpha FALSE   nColors   16      4-Bit   reflect_shiny_stripe_add
		Size 16704        Width 256     Height 128    MultiBitAlpha FALSE   nColors   15      4-Bit   hedge1
		Size 33024        Width 128     Height 64     MultiBitAlpha TRUE    nColors >  1024   32-Bit  hedgealpha2
		Size 33024        Width 128     Height 64     MultiBitAlpha TRUE    nColors  454      32-Bit  beach_hedge
		Size 2368         Width 64      Height 64     MultiBitAlpha FALSE   nColors   14      4-Bit   bdoor
		Size 2368         Width 64      Height 64     MultiBitAlpha FALSE   nColors   14      4-Bit   bside
		Size 2368         Width 64      Height 64     MultiBitAlpha FALSE   nColors   12      4-Bit   bbonnet
		Size 4416         Width 128     Height 64     MultiBitAlpha FALSE   nColors   15      4-Bit   wheels
		Size 5376         Width 64      Height 64     MultiBitAlpha FALSE   nColors   73      8-Bit   bfront_n_rear_inset
		Size 2368         Width 64      Height 64     MultiBitAlpha FALSE   nColors   12      4-Bit   bmiddle_inset
		Size 2368         Width 64      Height 64     MultiBitAlpha FALSE   nColors   13      4-Bit   bfront_side_wing
		Size 2368         Width 64      Height 64     MultiBitAlpha FALSE   nColors   12      4-Bit   broofs
		Size 2368         Width 64      Height 64     MultiBitAlpha FALSE   nColors   14      4-Bit   bwheel_arches
		Size 832          Width 32      Height 32     MultiBitAlpha FALSE   nColors    1      4-Bit   almost_black
		Size 2368         Width 64      Height 64     MultiBitAlpha FALSE   nColors   14      4-Bit   grille
		Size 576          Width 32      Height 16     MultiBitAlpha FALSE   nColors   15      4-Bit   light_top
		Size 576          Width 32      Height 16     MultiBitAlpha FALSE   nColors   15      4-Bit   light_bottom
		Size 832          Width 32      Height 32     MultiBitAlpha FALSE   nColors   14      4-Bit   grillmount22
		Size 832          Width 32      Height 32     MultiBitAlpha FALSE   nColors   13      4-Bit   bumper
		Size 832          Width 32      Height 32     MultiBitAlpha FALSE   nColors   14      4-Bit   brear_lights
		Size 5376         Width 64      Height 64     MultiBitAlpha TRUE    nColors   41      8-Bit   glasstable
		Size 2368         Width 64      Height 64     MultiBitAlpha FALSE   nColors   13      4-Bit   wood256x256
		Size 1344         Width 64      Height 32     MultiBitAlpha FALSE   nColors   13      4-Bit   galcase_ends
		Size 4416         Width 64      Height 128    MultiBitAlpha FALSE   nColors   13      4-Bit   galcase_side
		Size 1344         Width 32      Height 64     MultiBitAlpha FALSE   nColors   13      4-Bit   galcase_shelf
		Size 8512         Width 128     Height 128    MultiBitAlpha FALSE   nColors   13      4-Bit   floor1
		Size 17664        Width 128     Height 128    MultiBitAlpha FALSE   nColors   28      8-Bit   leather_office
		Size 8512         Width 128     Height 128    MultiBitAlpha FALSE   nColors   16      4-Bit   photo_silvia
		Size 832          Width 32      Height 32     MultiBitAlpha FALSE   nColors   13      4-Bit   reflect_shiny_point
		Size 8512         Width 128     Height 128    MultiBitAlpha FALSE   nColors   16      4-Bit   photo_ort2
		Size 8512         Width 128     Height 128    MultiBitAlpha FALSE   nColors   15      4-Bit   brenten2
		Size 5376         Width 64      Height 64     MultiBitAlpha FALSE   nColors  226      8-Bit   shgun
		Size 16640        Width 64      Height 64     MultiBitAlpha FALSE   nColors  619      32-Bit  chop_noisegrad
		Size 8512         Width 128     Height 128    MultiBitAlpha FALSE   nColors   16      4-Bit   chop_parasol
		Size 5376         Width 64      Height 64     MultiBitAlpha FALSE   nColors   49      8-Bit   chop_slats
		Size 65792        Width 128     Height 128    MultiBitAlpha FALSE   nColors >  1024   32-Bit  mv_gs_leigh02
		Size 5376         Width 64      Height 64     MultiBitAlpha TRUE    nColors   23      8-Bit   mv_gs_leighalpha03
		Size 3328         Width 64      Height 32     MultiBitAlpha FALSE   nColors   23      8-Bit   chop_palm
		Size 4416         Width 128     Height 64     MultiBitAlpha FALSE   nColors   15      4-Bit   sink
		Size 33088        Width 256     Height 256    MultiBitAlpha FALSE   nColors   15      4-Bit   cupboards
		Size 9472         Width 128     Height 64     MultiBitAlpha FALSE   nColors  237      8-Bit   fridge
		Size 4416         Width 128     Height 64     MultiBitAlpha FALSE   nColors   14      4-Bit   extractor
		Size 9472         Width 128     Height 64     MultiBitAlpha FALSE   nColors  236      8-Bit   cooker
		Size 17664        Width 128     Height 128    MultiBitAlpha FALSE   nColors  255      8-Bit   toilet
		Size 832          Width 32      Height 32     MultiBitAlpha FALSE   nColors   14      4-Bit   winebottle
		Size 8512         Width 128     Height 128    MultiBitAlpha FALSE   nColors   15      4-Bit   metal_pipe
		Size 2368         Width 64      Height 64     MultiBitAlpha FALSE   nColors   13      4-Bit   lecorbusier_white
		Size 8512         Width 128     Height 128    MultiBitAlpha FALSE   nColors   15      4-Bit   as_large_paintings
		Size 16640        Width 64      Height 64     MultiBitAlpha FALSE   nColors  928      32-Bit  tin_metal
		Size 5376         Width 64      Height 64     MultiBitAlpha FALSE   nColors   26      8-Bit   chop_cheese
		Size 8512         Width 128     Height 128    MultiBitAlpha FALSE   nColors   15      4-Bit   paintings_beach
		Size 8512         Width 128     Height 128    MultiBitAlpha FALSE   nColors   15      4-Bit   gallery_desk
		Size 17664        Width 128     Height 128    MultiBitAlpha FALSE   nColors  256      8-Bit   chop_dumpster
		Size 8512         Width 128     Height 128    MultiBitAlpha FALSE   nColors   13      4-Bit   leather1
		Size 4416         Width 128     Height 64     MultiBitAlpha FALSE   nColors   15      4-Bit   printout
		Size 8512         Width 128     Height 128    MultiBitAlpha FALSE   nColors   15      4-Bit   ibm
		Size 17664        Width 128     Height 128    MultiBitAlpha FALSE   nColors  126      8-Bit   matrix_printer
		Size 448          Width 16      Height 16     MultiBitAlpha FALSE   nColors   12      4-Bit   uplighter_metal
		Size 832          Width 32      Height 32     MultiBitAlpha FALSE   nColors    1      4-Bit   white
		Size 448          Width 16      Height 16     MultiBitAlpha FALSE   nColors    4      4-Bit   lightswitch
		Size 16640        Width 64      Height 64     MultiBitAlpha TRUE    nColors  265      32-Bit  shadow2
		Size 1344         Width 32      Height 64     MultiBitAlpha FALSE   nColors   13      4-Bit   vase
		Size 2368         Width 64      Height 64     MultiBitAlpha FALSE   nColors   14      4-Bit   barstool_seat
		Size 832          Width 32      Height 32     MultiBitAlpha FALSE   nColors   16      4-Bit   metal_tile
		Size 448          Width 16      Height 16     MultiBitAlpha FALSE   nColors   13      4-Bit   glassware2
		Size 832          Width 32      Height 32     MultiBitAlpha FALSE   nColors   10      4-Bit   whisky
		Size 4416         Width 64      Height 128    MultiBitAlpha FALSE   nColors   14      4-Bit   door_white
		Size 8512         Width 128     Height 128    MultiBitAlpha FALSE   nColors   15      4-Bit   book
		Size 8512         Width 128     Height 128    MultiBitAlpha FALSE   nColors   15      4-Bit   bookred
		Size 448          Width 16      Height 8      MultiBitAlpha FALSE   nColors    7      4-Bit   ciggy
		Size 8512         Width 128     Height 128    MultiBitAlpha FALSE   nColors   13      4-Bit   creamwall
		Size 448          Width 8       Height 8      MultiBitAlpha FALSE   nColors    6      4-Bit   poolball
		Size 17664        Width 128     Height 128    MultiBitAlpha FALSE   nColors  252      8-Bit   pooltable
		Size 2368         Width 64      Height 64     MultiBitAlpha FALSE   nColors   16      4-Bit   chop_awning
		Size 4352         Width 32      Height 32     MultiBitAlpha TRUE    nColors  434      32-Bit  as_light_cover
		Size 832          Width 32      Height 32     MultiBitAlpha FALSE   nColors   13      4-Bit   wire
		Size 448          Width 8       Height 8      MultiBitAlpha FALSE   nColors    1      4-Bit   whitealpha8x8
		Size 832          Width 32      Height 32     MultiBitAlpha FALSE   nColors   16      4-Bit   hanger_door
		Size 448          Width 8       Height 8      MultiBitAlpha FALSE   nColors    1      4-Bit   as_black_railgallery1
		Size 2368         Width 64      Height 64     MultiBitAlpha FALSE   nColors   13      4-Bit   gal_soil_dry01
		Size 2368         Width 64      Height 64     MultiBitAlpha FALSE   nColors   16      4-Bit   wheelporsche
		Size 16704        Width 256     Height 128    MultiBitAlpha FALSE   nColors   16      4-Bit   wheel
		Size 17664        Width 128     Height 128    MultiBitAlpha FALSE   nColors  252      8-Bit   skydome
		Size 17664        Width 128     Height 128    MultiBitAlpha FALSE   nColors  255      8-Bit   corkboard
		Size 33088        Width 256     Height 256    MultiBitAlpha FALSE   nColors   16      4-Bit   mv_gs_gshirtbody07
		Size 16704        Width 256     Height 128    MultiBitAlpha FALSE   nColors   15      4-Bit   mv_jbgs_gentrou2
		Size 4416         Width 128     Height 64     MultiBitAlpha FALSE   nColors   16      4-Bit   mv_gs_generic_full_arm02w
		Size 2304         Width 32      Height 32     MultiBitAlpha FALSE   nColors   85      8-Bit   skin_spec_01x
		Size 8512         Width 128     Height 128    MultiBitAlpha FALSE   nColors   15      4-Bit   mv_gs_gshirtarm07s
		Size 8512         Width 128     Height 128    MultiBitAlpha FALSE   nColors   15      4-Bit   mv_gs_sleavless02
		Size 16704        Width 256     Height 128    MultiBitAlpha FALSE   nColors   16      4-Bit   mv_jbgs_gentrou3
		Size 2368         Width 64      Height 64     MultiBitAlpha FALSE   nColors   16      4-Bit   mv_gs_genericshoe03
		Size 8512         Width 128     Height 128    MultiBitAlpha FALSE   nColors   16      4-Bit   mv_gs_sleavless04
		Size 2368         Width 64      Height 64     MultiBitAlpha FALSE   nColors   13      4-Bit   mv_gs_genericshoe04
		Size 448          Width 32      Height 8      MultiBitAlpha FALSE   nColors   16      4-Bit   mv_gs_generic_watch01
		Size 33088        Width 256     Height 256    MultiBitAlpha FALSE   nColors   16      4-Bit   mv_gs_gshirtbody02
		Size 16704        Width 256     Height 128    MultiBitAlpha FALSE   nColors   16      4-Bit   mv_dea_trou
		Size 4416         Width 128     Height 64     MultiBitAlpha FALSE   nColors   16      4-Bit   mv_gs_gshirtarm02s
		Size 2368         Width 64      Height 64     MultiBitAlpha FALSE   nColors   16      4-Bit   chop_drain
		Size 16640        Width 64      Height 64     MultiBitAlpha TRUE    nColors  563      32-Bit  muck1
		Size 576          Width 16      Height 32     MultiBitAlpha FALSE   nColors   15      4-Bit   chop_lilly
		Size 2368         Width 64      Height 64     MultiBitAlpha FALSE   nColors   16      4-Bit   mv_gs_genericwhand01b
		Size 2368         Width 64      Height 64     MultiBitAlpha FALSE   nColors   16      4-Bit   mv_gs_generic_bikinitop04f
		Size 2304         Width 32      Height 32     MultiBitAlpha FALSE   nColors   66      8-Bit   assasin_spec_01
		Size 16704        Width 256     Height 128    MultiBitAlpha FALSE   nColors   16      4-Bit   mv_gs_generic_full_arm01b
		Size 4416         Width 128     Height 64     MultiBitAlpha FALSE   nColors   16      4-Bit   mv_gs_generic_foot01fb
		Size 33088        Width 256     Height 256    MultiBitAlpha FALSE   nColors   16      4-Bit   mv_gs_generic_body01fb
		Size 16704        Width 256     Height 128    MultiBitAlpha FALSE   nColors   16      4-Bit   mv_gs_generic_leg01fb
		Size 2368         Width 64      Height 64     MultiBitAlpha FALSE   nColors   16      4-Bit   bikini_briefs04
		Size 2368         Width 64      Height 64     MultiBitAlpha FALSE   nColors   16      4-Bit   mv_gs_genericwhand01
		Size 4416         Width 128     Height 64     MultiBitAlpha FALSE   nColors   16      4-Bit   mv_gs_generic_full_arm01w
		Size 33088        Width 256     Height 256    MultiBitAlpha FALSE   nColors   16      4-Bit   mv_gs_generic_body01f
		Size 16704        Width 256     Height 128    MultiBitAlpha FALSE   nColors   16      4-Bit   mv_gs_generic_leg01f
		Size 2368         Width 64      Height 64     MultiBitAlpha FALSE   nColors   16      4-Bit   mv_gs_generic_bikinitop02f
		Size 5376         Width 64      Height 64     MultiBitAlpha FALSE   nColors  152      8-Bit   reflect_shiny_stripeh_add
		Size 2368         Width 64      Height 64     MultiBitAlpha FALSE   nColors   16      4-Bit   bikini_briefs01
		Size 16704        Width 128     Height 256    MultiBitAlpha FALSE   nColors   16      4-Bit   bikini_briefs05
		Size 16704        Width 128     Height 256    MultiBitAlpha FALSE   nColors   16      4-Bit   bikini_briefs03
		Size 2368         Width 64      Height 64     MultiBitAlpha FALSE   nColors   16      4-Bit   mv_gs_generic_foot01f
		Size 4416         Width 128     Height 64     MultiBitAlpha FALSE   nColors   16      4-Bit   mv_gs_generic_bikinitop05f
		Size 2368         Width 64      Height 64     MultiBitAlpha FALSE   nColors   16      4-Bit   bikini_briefs06
		Size 16704        Width 256     Height 128    MultiBitAlpha FALSE   nColors   16      4-Bit   mv_gs_generic_top09f
		Size 17664        Width 128     Height 128    MultiBitAlpha FALSE   nColors  224      8-Bit   mv_gs_policebelt01
		Size 2368         Width 64      Height 64     MultiBitAlpha FALSE   nColors   16      4-Bit   mv_gs_generic_shoes01f
		Size 16704        Width 256     Height 128    MultiBitAlpha FALSE   nColors   16      4-Bit   mv_gs_generic_trou01f
		Size 832          Width 32      Height 32     MultiBitAlpha FALSE   nColors   14      4-Bit   reflect_shiny_noise_add
		Size 16704        Width 256     Height 128    MultiBitAlpha FALSE   nColors   16      4-Bit   mv_gs_generic_trou02f
		Size 2368         Width 64      Height 64     MultiBitAlpha FALSE   nColors   16      4-Bit   mv_gs_generic_bikinitop01f
		Size 16704        Width 256     Height 128    MultiBitAlpha FALSE   nColors   16      4-Bit   mv_gs_generic_jeans01f
		Size 1344         Width 64      Height 32     MultiBitAlpha FALSE   nColors   10      4-Bit   mv_gs_genericshortsfuzz01
		Size 65792        Width 128     Height 128    MultiBitAlpha TRUE    nColors  584      32-Bit  busy_clouds01
		Size 65792        Width 128     Height 128    MultiBitAlpha TRUE    nColors  584      32-Bit  busy_clouds02
		Size 8512         Width 128     Height 128    MultiBitAlpha FALSE   nColors   16      4-Bit   photo_westy
		Size 8512         Width 128     Height 128    MultiBitAlpha FALSE   nColors   16      4-Bit   photo_bod
		Size 8512         Width 128     Height 128    MultiBitAlpha FALSE   nColors   16      4-Bit   photo_drury
		Size 8512         Width 128     Height 128    MultiBitAlpha FALSE   nColors   16      4-Bit   photo_gary
		Size 8512         Width 128     Height 128    MultiBitAlpha FALSE   nColors   16      4-Bit   photo_gibson
		Size 8512         Width 128     Height 128    MultiBitAlpha FALSE   nColors   16      4-Bit   photo_glazy
		Size 8512         Width 128     Height 128    MultiBitAlpha FALSE   nColors   16      4-Bit   photo_joe
		Size 8512         Width 128     Height 128    MultiBitAlpha FALSE   nColors   16      4-Bit   photo_les
		Size 8512         Width 128     Height 128    MultiBitAlpha FALSE   nColors   16      4-Bit   photo_sara
		Size 8512         Width 128     Height 128    MultiBitAlpha FALSE   nColors   16      4-Bit   photo_sharpy
		Size 8512         Width 128     Height 128    MultiBitAlpha FALSE   nColors   16      4-Bit   photo_stockton
		Size 8512         Width 128     Height 128    MultiBitAlpha FALSE   nColors   16      4-Bit   photo_timbo
		Size 2368         Width 64      Height 64     MultiBitAlpha FALSE   nColors   15      4-Bit   doordocks
		Size 4416         Width 64      Height 128    MultiBitAlpha FALSE   nColors   14      4-Bit   gal_palmbark
		Size 17664        Width 128     Height 128    MultiBitAlpha FALSE   nColors   26      8-Bit   cycladleaf1
		Size 2304         Width 32      Height 32     MultiBitAlpha TRUE    nColors  105      8-Bit   downlight
		Size 2304         Width 32      Height 32     MultiBitAlpha TRUE    nColors   52      8-Bit   light_pool
		Size 4416         Width 64      Height 128    MultiBitAlpha FALSE   nColors   15      4-Bit   chop_apartdoor
		Size 576          Width 32      Height 16     MultiBitAlpha FALSE   nColors   16      4-Bit   chop_plate
		Size 832          Width 32      Height 32     MultiBitAlpha FALSE   nColors   14      4-Bit   light_add
		Size 17664        Width 128     Height 128    MultiBitAlpha FALSE   nColors   23      8-Bit   vasedetail
		Size 4416         Width 64      Height 128    MultiBitAlpha FALSE   nColors   15      4-Bit   mingvase
		Size 1344         Width 128     Height 16     MultiBitAlpha FALSE   nColors   14      4-Bit   poolcue
		Size 8512         Width 128     Height 128    MultiBitAlpha FALSE   nColors   16      4-Bit   tv_carcass
		Size 448          Width 16      Height 16     MultiBitAlpha FALSE   nColors   16      4-Bit   tv_screen
		Size 17664        Width 128     Height 128    MultiBitAlpha TRUE    nColors  128      8-Bit   shadow_cirlce

		Total Size (2312 k) (2367872 bytes)

		Total Size Save By Compression (0 k) (0 bytes)

	Exporting Geometry:
		Render Size 14800    Collision Size 1824     Total Size 16672     01_garage
		Render Size 14560    Collision Size 3868     Total Size 18476     02_vanyard
		Render Size 24000    Collision Size 4300     Total Size 28348     03_garden
		Render Size 15840    Collision Size 4120     Total Size 20008     04_patio
		Render Size 35232    Collision Size 10452    Total Size 45732     06_entrance
		Render Size 20512    Collision Size 9652     Total Size 30212     07_pool
		Render Size 13680    Collision Size 1812     Total Size 15540     08_poolrooms
		Render Size 12992    Collision Size 2324     Total Size 15364     09_lounge
		Render Size 11504    Collision Size 1508     Total Size 13060     10_porchroom
		Render Size 64032    Collision Size 9188     Total Size 73268     11_entrance_B
		Render Size 37008    Collision Size 4012     Total Size 41068     13_bar_B
		Render Size 9072     Collision Size 3220     Total Size 12340     14_stairfloor_B
		Render Size 11776    Collision Size 1584     Total Size 13408     16_floor_B
		Render Size 21840    Collision Size 4904     Total Size 26792     17_lounge_balc_B
		Render Size 19456    Collision Size 3248     Total Size 22752     21_balcony_B
		Render Size 15136    Collision Size 2652     Total Size 17836     22_balcony_B
		Render Size 19296    Collision Size 5904     Total Size 25248     065_enter_left
		Render Size 43760    Collision Size 8472     Total Size 52280     exterior
		Render Size 4704     Collision Size 944      Total Size 5696      garage2
		Render Size 35632    Collision Size 0        Total Size 35680     LAND
		Render Size 60288    Collision Size 0        Total Size 60336     ROAD02
		Render Size 14800    Collision Size 0        Total Size 14848     ROAD03
		Render Size 11840    Collision Size 0        Total Size 11888     ROAD04
		Render Size 24400    Collision Size 0        Total Size 24448     ROAD05
		Render Size 768      Collision Size 752      Total Size 1568      door
		Render Size 4992     Collision Size 0        Total Size 5040      key
		Render Size 832      Collision Size 752      Total Size 1632      1-1-1_box
