
	Exporting Textures:
		Size 33088        Width 256     Height 256    MultiBitAlpha FALSE   nColors   16      4-Bit   mv_gs_tubbs_suitbody01
		Size 8512         Width 128     Height 128    MultiBitAlpha FALSE   nColors   16      4-Bit   mv_gs_tubbs_suitarm01
		Size 2368         Width 64      Height 64     MultiBitAlpha FALSE   nColors   16      4-Bit   mv_gs_tubbshand01
		Size 8512         Width 128     Height 128    MultiBitAlpha FALSE   nColors   15      4-Bit   mouth_teeth1
		Size 2368         Width 64      Height 64     MultiBitAlpha FALSE   nColors    7      4-Bit   spec2
		Size 5376         Width 64      Height 64     MultiBitAlpha TRUE    nColors  145      8-Bit   spec3
		Size 448          Width 16      Height 16     MultiBitAlpha FALSE   nColors    1      4-Bit   chevron_white
		Size 8512         Width 128     Height 128    MultiBitAlpha FALSE   nColors   16      4-Bit   beach_sand
		Size 8512         Width 128     Height 128    MultiBitAlpha FALSE   nColors   16      4-Bit   beach_grass
		Size 8512         Width 128     Height 128    MultiBitAlpha FALSE   nColors   16      4-Bit   mv_beach_cliff03
		Size 65792        Width 128     Height 128    MultiBitAlpha TRUE    nColors >  1024   32-Bit  chop_sea
		Size 9472         Width 128     Height 64     MultiBitAlpha TRUE    nColors   99      8-Bit   sea_foam
		Size 17664        Width 128     Height 128    MultiBitAlpha FALSE   nColors  252      8-Bit   skydome
		Size 8512         Width 128     Height 128    MultiBitAlpha FALSE   nColors   16      4-Bit   chop_lampost
		Size 9472         Width 128     Height 64     MultiBitAlpha FALSE   nColors  256      8-Bit   chop_barrier
		Size 3328         Width 64      Height 32     MultiBitAlpha FALSE   nColors   23      8-Bit   chop_palm
		Size 832          Width 32      Height 32     MultiBitAlpha FALSE   nColors   12      4-Bit   whitebits
		Size 448          Width 8       Height 8      MultiBitAlpha FALSE   nColors    1      4-Bit   as_black_railgallery
		Size 4416         Width 128     Height 64     MultiBitAlpha FALSE   nColors   16      4-Bit   lights
		Size 2304         Width 32      Height 32     MultiBitAlpha TRUE    nColors   34      8-Bit   00_ld_mv_low_windows
		Size 1344         Width 64      Height 32     MultiBitAlpha FALSE   nColors   16      4-Bit   licenseplate
		Size 16640        Width 64      Height 64     MultiBitAlpha FALSE   nColors >  1024   32-Bit  grille1
		Size 16704        Width 256     Height 128    MultiBitAlpha FALSE   nColors   16      4-Bit   wheel
		Size 17664        Width 128     Height 128    MultiBitAlpha FALSE   nColors  256      8-Bit   chop_poster
		Size 17664        Width 128     Height 128    MultiBitAlpha FALSE   nColors  256      8-Bit   chop_cafewindow
		Size 2368         Width 64      Height 64     MultiBitAlpha FALSE   nColors   16      4-Bit   chop_awning
		Size 16640        Width 64      Height 64     MultiBitAlpha FALSE   nColors  619      32-Bit  chop_noisegrad
		Size 5376         Width 64      Height 64     MultiBitAlpha FALSE   nColors   49      8-Bit   chop_slats
		Size 8512         Width 128     Height 128    MultiBitAlpha FALSE   nColors   16      4-Bit   chop_parasol
		Size 8512         Width 128     Height 128    MultiBitAlpha FALSE   nColors   16      4-Bit   mv_jb_crockhandsb
		Size 34048        Width 256     Height 128    MultiBitAlpha FALSE   nColors  256      8-Bit   mv_jb_crockholster
		Size 65792        Width 128     Height 128    MultiBitAlpha TRUE    nColors  916      32-Bit  mv_jb_crockglassb1
		Size 16640        Width 64      Height 64     MultiBitAlpha TRUE    nColors  640      32-Bit  crock_hairb
		Size 66816        Width 256     Height 256    MultiBitAlpha FALSE   nColors  256      8-Bit   crock15b
		Size 16704        Width 256     Height 128    MultiBitAlpha FALSE   nColors   16      4-Bit   mv_jb_crocktrews2b
		Size 2304         Width 32      Height 32     MultiBitAlpha FALSE   nColors   22      8-Bit   subtlespec
		Size 33088        Width 256     Height 256    MultiBitAlpha FALSE   nColors   16      4-Bit   mv_jb_crockt02b
		Size 8512         Width 128     Height 128    MultiBitAlpha FALSE   nColors   16      4-Bit   mv_jb_crockarm02
		Size 34048        Width 256     Height 128    MultiBitAlpha FALSE   nColors  254      8-Bit   mv_jb_crockshoe02
		Size 17664        Width 128     Height 128    MultiBitAlpha FALSE   nColors  254      8-Bit   eyebl1
		Size 2304         Width 32      Height 32     MultiBitAlpha TRUE    nColors  153      8-Bit   reflect_shiny_stripe_mod
		Size 2368         Width 64      Height 64     MultiBitAlpha FALSE   nColors   16      4-Bit   reflect_shiny_stripe_add
		Size 17664        Width 128     Height 128    MultiBitAlpha FALSE   nColors  256      8-Bit   chop_wind01
		Size 34048        Width 256     Height 128    MultiBitAlpha FALSE   nColors  255      8-Bit   chop_shops
		Size 2368         Width 64      Height 64     MultiBitAlpha FALSE   nColors   16      4-Bit   chop_pooltiles
		Size 1536         Width 16      Height 16     MultiBitAlpha TRUE    nColors   27      8-Bit   chop_neon01
		Size 17664        Width 128     Height 128    MultiBitAlpha FALSE   nColors  256      8-Bit   chop_wind04
		Size 8512         Width 128     Height 128    MultiBitAlpha FALSE   nColors   13      4-Bit   white_noise_dirt
		Size 5376         Width 64      Height 64     MultiBitAlpha FALSE   nColors   26      8-Bit   chop_cheese
		Size 17664        Width 128     Height 128    MultiBitAlpha TRUE    nColors  125      8-Bit   chop_neon011
		Size 17664        Width 128     Height 128    MultiBitAlpha FALSE   nColors  256      8-Bit   chop_dumpster
		Size 2368         Width 64      Height 64     MultiBitAlpha FALSE   nColors   14      4-Bit   cardboard
		Size 2368         Width 64      Height 64     MultiBitAlpha FALSE   nColors   16      4-Bit   osama bin liner
		Size 448          Width 16      Height 16     MultiBitAlpha FALSE   nColors   11      4-Bit   as_mesh_fence_post
		Size 17664        Width 128     Height 128    MultiBitAlpha FALSE   nColors   32      8-Bit   railing
		Size 448          Width 16      Height 16     MultiBitAlpha TRUE    nColors   13      4-Bit   chop_neon02
		Size 17664        Width 128     Height 128    MultiBitAlpha FALSE   nColors  254      8-Bit   chop_wind03
		Size 17664        Width 128     Height 128    MultiBitAlpha FALSE   nColors  256      8-Bit   chop_wind05
		Size 17664        Width 128     Height 128    MultiBitAlpha FALSE   nColors  209      8-Bit   chop_wind06
		Size 17664        Width 128     Height 128    MultiBitAlpha TRUE    nColors  129      8-Bit   chop_neon03
		Size 2368         Width 64      Height 64     MultiBitAlpha FALSE   nColors   14      4-Bit   bdoor
		Size 2368         Width 64      Height 64     MultiBitAlpha FALSE   nColors   14      4-Bit   bside
		Size 2368         Width 64      Height 64     MultiBitAlpha FALSE   nColors   13      4-Bit   bbonnet
		Size 4416         Width 128     Height 64     MultiBitAlpha FALSE   nColors   15      4-Bit   wheels
		Size 5376         Width 64      Height 64     MultiBitAlpha FALSE   nColors   78      8-Bit   bfront_n_rear_inset
		Size 2368         Width 64      Height 64     MultiBitAlpha FALSE   nColors   13      4-Bit   bmiddle_inset
		Size 2368         Width 64      Height 64     MultiBitAlpha FALSE   nColors   13      4-Bit   bfront_side_wing
		Size 2368         Width 64      Height 64     MultiBitAlpha FALSE   nColors   13      4-Bit   broofs
		Size 2368         Width 64      Height 64     MultiBitAlpha FALSE   nColors   14      4-Bit   bwheel_arches
		Size 832          Width 32      Height 32     MultiBitAlpha FALSE   nColors    1      4-Bit   almost_black
		Size 2368         Width 64      Height 64     MultiBitAlpha FALSE   nColors   14      4-Bit   grille
		Size 576          Width 32      Height 16     MultiBitAlpha FALSE   nColors   15      4-Bit   light_top
		Size 576          Width 32      Height 16     MultiBitAlpha FALSE   nColors   15      4-Bit   light_bottom
		Size 832          Width 32      Height 32     MultiBitAlpha FALSE   nColors   14      4-Bit   grillmount22
		Size 832          Width 32      Height 32     MultiBitAlpha FALSE   nColors   13      4-Bit   bumper
		Size 832          Width 32      Height 32     MultiBitAlpha FALSE   nColors   14      4-Bit   brear_lights
		Size 832          Width 32      Height 32     MultiBitAlpha FALSE   nColors   14      4-Bit   manhole_quater
		Size 4416         Width 128     Height 64     MultiBitAlpha FALSE   nColors   16      4-Bit   metal
		Size 8512         Width 128     Height 128    MultiBitAlpha FALSE   nColors   15      4-Bit   metal_pipe
		Size 16640        Width 64      Height 64     MultiBitAlpha TRUE    nColors  265      32-Bit  shadow2
		Size 4352         Width 32      Height 32     MultiBitAlpha TRUE    nColors  434      32-Bit  as_light_cover
		Size 832          Width 32      Height 32     MultiBitAlpha FALSE   nColors   13      4-Bit   wire
		Size 448          Width 8       Height 8      MultiBitAlpha FALSE   nColors    1      4-Bit   whitealpha8x8
		Size 2304         Width 32      Height 32     MultiBitAlpha TRUE    nColors  105      8-Bit   downlight
		Size 4352         Width 32      Height 32     MultiBitAlpha TRUE    nColors  638      32-Bit  dirt
		Size 8512         Width 128     Height 128    MultiBitAlpha FALSE   nColors   16      4-Bit   deskwood2
		Size 17664        Width 128     Height 128    MultiBitAlpha FALSE   nColors   28      8-Bit   leather_office
		Size 17664        Width 128     Height 128    MultiBitAlpha FALSE   nColors  246      8-Bit   filing_cabinet
		Size 33088        Width 256     Height 256    MultiBitAlpha FALSE   nColors   16      4-Bit   container
		Size 17664        Width 128     Height 128    MultiBitAlpha FALSE   nColors  256      8-Bit   doorlock2
		Size 4416         Width 128     Height 64     MultiBitAlpha FALSE   nColors   16      4-Bit   chop_patchb
		Size 2368         Width 64      Height 64     MultiBitAlpha FALSE   nColors   16      4-Bit   chop_drain
		Size 2368         Width 64      Height 64     MultiBitAlpha FALSE   nColors   16      4-Bit   chop_patcha
		Size 8512         Width 128     Height 128    MultiBitAlpha FALSE   nColors   14      4-Bit   air_con2
		Size 8512         Width 128     Height 128    MultiBitAlpha FALSE   nColors   13      4-Bit   leather1
		Size 2368         Width 64      Height 64     MultiBitAlpha FALSE   nColors   13      4-Bit   redwood
		Size 17664        Width 128     Height 128    MultiBitAlpha FALSE   nColors  131      8-Bit   bedwhite1
		Size 8512         Width 128     Height 128    MultiBitAlpha FALSE   nColors   16      4-Bit   tv_carcass
		Size 448          Width 16      Height 16     MultiBitAlpha FALSE   nColors   16      4-Bit   tv_screen
		Size 448          Width 16      Height 16     MultiBitAlpha FALSE   nColors   13      4-Bit   beach_fence_black
		Size 5376         Width 64      Height 64     MultiBitAlpha TRUE    nColors   83      8-Bit   env1
		Size 2304         Width 32      Height 32     MultiBitAlpha TRUE    nColors   77      8-Bit   uplighter_glass
		Size 448          Width 16      Height 16     MultiBitAlpha FALSE   nColors   12      4-Bit   uplighter_metal
		Size 5376         Width 64      Height 64     MultiBitAlpha TRUE    nColors   41      8-Bit   glasstable
		Size 576          Width 16      Height 32     MultiBitAlpha FALSE   nColors   15      4-Bit   chop_lilly
		Size 8512         Width 128     Height 128    MultiBitAlpha FALSE   nColors   16      4-Bit   chop_sepia
		Size 4416         Width 128     Height 64     MultiBitAlpha FALSE   nColors   13      4-Bit   brief_chair
		Size 576          Width 32      Height 16     MultiBitAlpha FALSE   nColors   16      4-Bit   chop_plate
		Size 8512         Width 128     Height 128    MultiBitAlpha FALSE   nColors   15      4-Bit   phone_black
		Size 34048        Width 256     Height 128    MultiBitAlpha FALSE   nColors  250      8-Bit   chop_gate
		Size 33088        Width 256     Height 256    MultiBitAlpha FALSE   nColors   16      4-Bit   mv_gs_gen_suitbody04
		Size 16704        Width 256     Height 128    MultiBitAlpha FALSE   nColors   16      4-Bit   mv_gs_generic_trou01
		Size 8512         Width 128     Height 128    MultiBitAlpha FALSE   nColors   16      4-Bit   mv_gs_gen_suitarm04
		Size 8512         Width 128     Height 128    MultiBitAlpha FALSE   nColors   16      4-Bit   mv_gs_sleavless04
		Size 33088        Width 256     Height 256    MultiBitAlpha FALSE   nColors   16      4-Bit   mv_gs_gen_suitbody02
		Size 16704        Width 256     Height 128    MultiBitAlpha FALSE   nColors   16      4-Bit   mv_jbgs_gentrou3
		Size 8512         Width 128     Height 128    MultiBitAlpha FALSE   nColors   16      4-Bit   mv_gs_gen_suitarm02
		Size 16704        Width 256     Height 128    MultiBitAlpha FALSE   nColors   16      4-Bit   mv_gs_gsuitvesto_04
		Size 16704        Width 128     Height 256    MultiBitAlpha FALSE   nColors   16      4-Bit   mv_gs_gshirtbody09
		Size 16704        Width 256     Height 128    MultiBitAlpha FALSE   nColors   16      4-Bit   mv_jbgs_gentrou4
		Size 4416         Width 128     Height 64     MultiBitAlpha FALSE   nColors   16      4-Bit   mv_gs_generic_full_arm02w
		Size 33088        Width 256     Height 256    MultiBitAlpha FALSE   nColors   15      4-Bit   mv_gs_gen_suitbody05
		Size 16704        Width 256     Height 128    MultiBitAlpha FALSE   nColors   16      4-Bit   mv_gs_generic_trou05
		Size 8512         Width 128     Height 128    MultiBitAlpha FALSE   nColors   16      4-Bit   mv_gs_gen_suitarm05
		Size 16704        Width 256     Height 128    MultiBitAlpha FALSE   nColors   16      4-Bit   mv_gs_gshirtfront03
		Size 2368         Width 64      Height 64     MultiBitAlpha FALSE   nColors   16      4-Bit   woodslat
		Size 448          Width 8       Height 8      MultiBitAlpha FALSE   nColors    1      4-Bit   as_black_artgallery1
		Size 8512         Width 128     Height 128    MultiBitAlpha FALSE   nColors   15      4-Bit   ibm
		Size 5376         Width 128     Height 32     MultiBitAlpha TRUE    nColors   23      8-Bit   tyre_tracks
		Size 2368         Width 64      Height 64     MultiBitAlpha FALSE   nColors   13      4-Bit   wood256x256
		Size 5376         Width 64      Height 64     MultiBitAlpha FALSE   nColors   21      8-Bit   leaves7
		Size 2368         Width 64      Height 64     MultiBitAlpha FALSE   nColors   16      4-Bit   mv_gs_genericwhand01
		Size 2368         Width 64      Height 64     MultiBitAlpha FALSE   nColors   16      4-Bit   mv_gs_generic_bikinitop01f
		Size 4416         Width 128     Height 64     MultiBitAlpha FALSE   nColors   16      4-Bit   mv_gs_generic_full_arm01w
		Size 16704        Width 256     Height 128    MultiBitAlpha FALSE   nColors   16      4-Bit   mv_gs_generic_jeans01f
		Size 2304         Width 32      Height 32     MultiBitAlpha FALSE   nColors   47      8-Bit   lip_spec_01
		Size 33088        Width 256     Height 256    MultiBitAlpha FALSE   nColors   16      4-Bit   mv_gs_generic_body01f
		Size 16704        Width 256     Height 128    MultiBitAlpha FALSE   nColors   16      4-Bit   mv_gs_generic_leg01f
		Size 1344         Width 64      Height 32     MultiBitAlpha FALSE   nColors   10      4-Bit   mv_gs_genericshortsfuzz01
		Size 8512         Width 128     Height 128    MultiBitAlpha FALSE   nColors   16      4-Bit   mv_gs_generic_bikinitop03f
		Size 2304         Width 32      Height 32     MultiBitAlpha FALSE   nColors   72      8-Bit   assasin_spec_01
		Size 2368         Width 64      Height 64     MultiBitAlpha FALSE   nColors   16      4-Bit   bikini_briefs02
		Size 2368         Width 64      Height 64     MultiBitAlpha FALSE   nColors   16      4-Bit   mv_gs_generic_foot01f
		Size 34048        Width 256     Height 128    MultiBitAlpha FALSE   nColors  255      8-Bit   mv_gs_generic_top11f
		Size 16704        Width 256     Height 128    MultiBitAlpha FALSE   nColors   14      4-Bit   mv_gs_generic_jeans04f
		Size 16704        Width 256     Height 128    MultiBitAlpha FALSE   nColors   16      4-Bit   mv_gs_generic_top03f
		Size 33088        Width 256     Height 256    MultiBitAlpha FALSE   nColors   16      4-Bit   mv_gs_generic_dress01f
		Size 2368         Width 64      Height 64     MultiBitAlpha FALSE   nColors   15      4-Bit   mv_gs_genericdressfrills01
		Size 2368         Width 64      Height 64     MultiBitAlpha FALSE   nColors   16      4-Bit   mv_gs_generic_shoes01f
		Size 16704        Width 128     Height 256    MultiBitAlpha FALSE   nColors   16      4-Bit   mv_gs_generic_dress02f
		Size 8512         Width 128     Height 128    MultiBitAlpha FALSE   nColors   16      4-Bit   mv_jb_generichighheel01
		Size 33088        Width 256     Height 256    MultiBitAlpha FALSE   nColors   16      4-Bit   mv_gs_generic_top05f
		Size 8512         Width 128     Height 128    MultiBitAlpha FALSE   nColors   16      4-Bit   mv_gs_genericlegwarmers01
		Size 5376         Width 64      Height 64     MultiBitAlpha FALSE   nColors   23      8-Bit   mv_gs_genericbangle01
		Size 2368         Width 64      Height 64     MultiBitAlpha FALSE   nColors   16      4-Bit   mv_gs_genericwhand01b
		Size 2368         Width 64      Height 64     MultiBitAlpha FALSE   nColors   16      4-Bit   mv_gs_generic_bikinitop04f
		Size 16704        Width 256     Height 128    MultiBitAlpha FALSE   nColors   16      4-Bit   mv_gs_generic_full_arm01b
		Size 4416         Width 128     Height 64     MultiBitAlpha FALSE   nColors   16      4-Bit   mv_gs_generic_foot01fb
		Size 33088        Width 256     Height 256    MultiBitAlpha FALSE   nColors   16      4-Bit   mv_gs_generic_body01fb
		Size 16704        Width 256     Height 128    MultiBitAlpha FALSE   nColors   16      4-Bit   mv_gs_generic_leg01fb
		Size 2368         Width 64      Height 64     MultiBitAlpha FALSE   nColors   16      4-Bit   bikini_briefs04
		Size 2368         Width 64      Height 64     MultiBitAlpha FALSE   nColors   16      4-Bit   mv_gs_generic_bikinitop02f
		Size 5376         Width 64      Height 64     MultiBitAlpha FALSE   nColors  156      8-Bit   reflect_shiny_stripeh_add
		Size 2368         Width 64      Height 64     MultiBitAlpha FALSE   nColors   16      4-Bit   bikini_briefs01
		Size 16704        Width 128     Height 256    MultiBitAlpha FALSE   nColors   16      4-Bit   bikini_briefs03
		Size 33024        Width 64      Height 128    MultiBitAlpha TRUE    nColors  807      32-Bit  waterdamage
		Size 16640        Width 64      Height 64     MultiBitAlpha TRUE    nColors  563      32-Bit  muck1
		Size 4352         Width 32      Height 32     MultiBitAlpha TRUE    nColors  894      32-Bit  beach_fence_circle
		Size 448          Width 8       Height 8      MultiBitAlpha TRUE    nColors    1      4-Bit   as_glass_foyer
		Size 9472         Width 128     Height 64     MultiBitAlpha FALSE   nColors  256      8-Bit   safety_cover
		Size 17664        Width 128     Height 128    MultiBitAlpha FALSE   nColors  249      8-Bit   fireexting
		Size 33088        Width 256     Height 256    MultiBitAlpha FALSE   nColors   13      4-Bit   00_ld_mv_daytona_body
		Size 832          Width 32      Height 32     MultiBitAlpha FALSE   nColors   10      4-Bit   00_ld_mv_daytona_black_leather
		Size 2368         Width 64      Height 64     MultiBitAlpha FALSE   nColors   16      4-Bit   00_ld_mv_daytona_lights
		Size 448          Width 16      Height 16     MultiBitAlpha FALSE   nColors   13      4-Bit   00_ld_mv_daytona_lights2
		Size 2368         Width 64      Height 64     MultiBitAlpha TRUE    nColors   13      4-Bit   00_ld_mv_daytona_windows
		Size 8512         Width 128     Height 128    MultiBitAlpha FALSE   nColors   15      4-Bit   00_ld_mv_daytona_interiortan
		Size 448          Width 16      Height 16     MultiBitAlpha FALSE   nColors   14      4-Bit   00_ld_mv_daytona_chrome
		Size 8512         Width 128     Height 128    MultiBitAlpha FALSE   nColors   15      4-Bit   00_ld_mv_daytona_wheels
		Size 5376         Width 64      Height 64     MultiBitAlpha FALSE   nColors   28      8-Bit   00_ld_mv_daytona_spokes
		Size 2368         Width 64      Height 64     MultiBitAlpha FALSE   nColors   16      4-Bit   mv_gs_genericwhand02_3k
		Size 448          Width 8       Height 8      MultiBitAlpha FALSE   nColors    1      4-Bit   mv_gs_drug_dealerjring
		Size 66816        Width 256     Height 256    MultiBitAlpha FALSE   nColors  256      8-Bit   mv_jb_pimp
		Size 16704        Width 256     Height 128    MultiBitAlpha FALSE   nColors   16      4-Bit   mv_jb_pimptrou
		Size 832          Width 32      Height 32     MultiBitAlpha FALSE   nColors   14      4-Bit   reflect_shiny_stripesub_add
		Size 66816        Width 256     Height 256    MultiBitAlpha FALSE   nColors  253      8-Bit   mv_jb_pimptop
		Size 8512         Width 128     Height 128    MultiBitAlpha FALSE   nColors   15      4-Bit   mv_jb_pimpsneak
		Size 17664        Width 128     Height 128    MultiBitAlpha FALSE   nColors  256      8-Bit   mv_gs_generic_head_fw03
		Size 1344         Width 64      Height 32     MultiBitAlpha FALSE   nColors    2      4-Bit   mv_gs_generic_eyelashes
		Size 65792        Width 128     Height 128    MultiBitAlpha FALSE   nColors  462      32-Bit  eyehz
		Size 4416         Width 128     Height 64     MultiBitAlpha FALSE   nColors   16      4-Bit   mv_gs_generic_hair_w01
		Size 16640        Width 128     Height 32     MultiBitAlpha FALSE   nColors >  1024   32-Bit  mv_gs_generic_hairalpha_fw03
		Size 17664        Width 128     Height 128    MultiBitAlpha FALSE   nColors  256      8-Bit   mv_gs_generic_head_fw02
		Size 16640        Width 64      Height 64     MultiBitAlpha FALSE   nColors >  1024   32-Bit  eye_brown
		Size 8512         Width 128     Height 128    MultiBitAlpha FALSE   nColors   16      4-Bit   mv_gs_generic_hair_wb01_black
		Size 34048        Width 128     Height 256    MultiBitAlpha FALSE   nColors  254      8-Bit   mv_gs_gshirtbody03
		Size 16704        Width 256     Height 128    MultiBitAlpha FALSE   nColors   15      4-Bit   mv_gs_generic_trou03
		Size 2368         Width 64      Height 64     MultiBitAlpha FALSE   nColors   13      4-Bit   mv_gs_genericshoe04
		Size 4416         Width 128     Height 64     MultiBitAlpha FALSE   nColors   16      4-Bit   mv_gs_gshirtarm03s
		Size 33088        Width 256     Height 256    MultiBitAlpha FALSE   nColors   16      4-Bit   mv_gs_gshirtbody04
		Size 2304         Width 32      Height 32     MultiBitAlpha FALSE   nColors   62      8-Bit   skin_spec_01
		Size 4416         Width 128     Height 64     MultiBitAlpha FALSE   nColors   16      4-Bit   mv_gs_gshirtarm04s

		Total Size (2672 k) (2736256 bytes)

		Total Size Save By Compression (0 k) (0 bytes)

	Exporting Geometry:
		Render Size 50208    Collision Size 19484    Total Size 69740     02_apartment
		Render Size 8320     Collision Size 3492     Total Size 11860     03_apartment_lounge
		Render Size 39392    Collision Size 8420     Total Size 47860     04_road
		Render Size 25664    Collision Size 4556     Total Size 30268     05_road_A
		Render Size 63792    Collision Size 13476    Total Size 77316     06_road
		Render Size 36144    Collision Size 2228     Total Size 38420     07_parking
		Render Size 45936    Collision Size 4008     Total Size 49992     08_street_out
		Render Size 672      Collision Size 752      Total Size 1472      door
		Render Size 87632    Collision Size 0        Total Size 87680     Juan_Henchman_01
		Render Size 6672     Collision Size 4016     Total Size 10736     key
		Render Size 5872     Collision Size 1800     Total Size 7720      02_apartment_entrance
		Render Size 15216    Collision Size 1156     Total Size 16420     04_3road
		Render Size 45600    Collision Size 7928     Total Size 53576     04_2road
		Render Size 19072    Collision Size 4272     Total Size 23392     03_apartment_lounge2
		Render Size 20944    Collision Size 3996     Total Size 24988     03_apartment_lounge3
		Render Size 28176    Collision Size 2384     Total Size 30608     PalmTree_base
		Render Size 16464    Collision Size 3112     Total Size 19624     05_road_A3
		Render Size 38080    Collision Size 2040     Total Size 40168     05_road_A2
		Render Size 38992    Collision Size 5700     Total Size 44740     05_road_A23
		Render Size 24224    Collision Size 0        Total Size 24272     plant_leaf_bright
		Render Size 735008   Collision Size 0        Total Size 735056    Tubbs_Body5
		Render Size 3136     Collision Size 0        Total Size 3184      chevron_white
		Render Size 15392    Collision Size 0        Total Size 15440     beach_beach
		Render Size 3712     Collision Size 0        Total Size 3760      chop_beach path
		Render Size 13184    Collision Size 0        Total Size 13232     chop sea
		Render Size 1088     Collision Size 0        Total Size 1136      chop foam
		Render Size 8896     Collision Size 0        Total Size 8944      skydome chopshop
		Render Size 19120    Collision Size 752      Total Size 19920     choplampost
		Render Size 38576    Collision Size 0        Total Size 38624     chop_carpark
		Render Size 3904     Collision Size 1340     Total Size 5292      chop_barrier
		Render Size 331360   Collision Size 0        Total Size 331408    chop_palm
		Render Size 77168    Collision Size 1928     Total Size 79144     saloon_body
		Render Size 50992    Collision Size 0        Total Size 51040     saloon_chrome
		Render Size 57696    Collision Size 0        Total Size 57744     saloon_glassunder
		Render Size 5280     Collision Size 1144     Total Size 6472      wheel
		Render Size 3200     Collision Size 0        Total Size 3248      chop_poster
		Render Size 1488     Collision Size 0        Total Size 1536      chop_cafewindow
		Render Size 4736     Collision Size 0        Total Size 4784      chop_awning
		Render Size 33184    Collision Size 3144     Total Size 36376     chop_chair
		Render Size 7104     Collision Size 1328     Total Size 8480      chop_table
		Render Size 825200   Collision Size 0        Total Size 825248    Crockett_skin_2
